time,profile,x,y,z,houseX,houseY,houseZ,speed,forward,grounded,throttle,brake,up,wipeout,contact,impulse,nx,ny,nz,separation
0.000,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.020,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.040,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.060,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.080,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.100,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.120,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.140,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.160,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.180,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.200,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.220,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.240,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.260,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.280,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.300,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.320,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.340,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.360,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.380,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.400,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.420,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.440,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.460,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.480,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.500,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.520,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.540,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.560,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.580,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.600,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.620,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.640,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.660,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.680,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.700,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.720,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.740,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.760,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.780,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.800,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.820,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.840,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.860,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.880,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.900,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.920,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.940,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.960,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
0.980,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.000,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.020,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.040,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.060,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.080,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.100,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.120,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.140,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.160,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.180,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.200,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.220,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.240,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.260,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.280,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.300,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.320,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.340,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.360,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.380,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.400,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.420,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.440,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.460,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.480,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.500,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.520,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.540,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.560,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.580,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.600,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.620,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.640,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.660,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.680,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.700,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
1.720,original,320.209,11.703,536.042,430.869,-12.886,-927.384,0.000,0.000,0,0.000,0.000,1.000,False,,0.000,0.000,0.000,0.000,0.0000
